RAOB/Space
    Balloon release date and time                	2017-02-03T18:44:12
    Station name                                 	UMBC
    Sonde type                                   	RS41-SGP
    System trademark and model                   	MW41
    Software version                             	MW41 2.2.0
    Sonde software version                       	2.2.13
    Sounding status                              	Ok

     P  Temp  Dewp  RH Dir Speed HeightMSL    Lat     Lon Elapsed time
   hPa    °C    °C   %   °   m/s         m      °       °          min
 817.1  -5.8 -30.3  13 280  14.7      1771 37.835 -75.454         5.59
 816.5  -5.9 -30.3  13 280  14.8      1777 37.835 -75.454         5.60
 815.9  -5.9 -30.3  13 280  14.9      1784 37.835 -75.454         5.62
 815.2  -5.9 -30.2  13 280  15.1      1791 37.835 -75.454         5.64
 814.6  -5.9 -30.1  13 279  15.2      1796 37.835 -75.454         5.65
 814.0  -5.9 -30.1  13 279  15.3      1802 37.835 -75.453         5.67
 813.3  -6.0 -30.1  13 279  15.4      1809 37.835 -75.453         5.69
 812.6  -6.0 -30.0  13 279  15.5      1816 37.835 -75.453         5.70
 812.0  -6.1 -29.9  13 279  15.6      1822 37.835 -75.453         5.72
 811.3  -6.1 -29.9  13 279  15.7      1828 37.835 -75.453         5.74
 810.7  -6.1 -29.8  13 279  15.8      1833 37.835 -75.452         5.75
 810.0  -6.1 -29.7  14 280  15.9      1840 37.835 -75.452         5.77
 809.4  -6.1 -29.6  14 280  15.9      1847 37.835 -75.452         5.79
 808.7  -6.2 -29.5  14 280  16.0      1853 37.835 -75.452         5.80
 808.1  -6.2 -29.3  14 280  16.1      1860 37.835 -75.452         5.82
 807.5  -6.3 -29.2  14 280  16.1      1866 37.835 -75.452         5.84
 806.8  -6.3 -29.0  15 280  16.2      1872 37.835 -75.451         5.85
 806.2  -6.4 -28.9  15 280  16.2      1877 37.835 -75.451         5.87
 805.6  -6.4 -28.8  15 280  16.3      1883 37.835 -75.451         5.89
 805.1  -6.4 -28.6  15 280  16.3      1889 37.835 -75.451         5.90
 804.5  -6.5 -28.5  16 281  16.3      1894 37.835 -75.451         5.92
 803.9  -6.5 -28.3  16 281  16.4      1899 37.835 -75.450         5.94
 803.3  -6.6 -27.9  17 281  16.4      1905 37.834 -75.450         5.95
 802.7  -6.6 -27.2  18 281  16.5      1911 37.834 -75.450         5.97
 802.1  -6.7 -25.6  21 281  16.6      1917 37.834 -75.450         5.99
 801.5  -6.7 -23.6  25 281  16.6      1923 37.834 -75.450         6.00
 800.9  -6.8 -22.3  28 281  16.7      1929 37.834 -75.450         6.02
 800.3  -6.9 -21.8  29 281  16.8      1935 37.834 -75.449         6.04
 799.7  -7.0 -21.7  30 280  16.8      1942 37.834 -75.449         6.05
 799.1  -7.0 -21.8  30 280  16.9      1947 37.834 -75.449         6.07
 798.5  -7.1 -22.4  28 280  17.0      1952 37.834 -75.449         6.09
 797.9  -7.1 -23.4  26 280  17.1      1957 37.834 -75.449         6.10
 797.4  -7.2 -24.2  24 280  17.3      1963 37.834 -75.448         6.12
 796.8  -7.2 -24.8  23 279  17.4      1969 37.834 -75.448         6.14
 796.2  -7.3 -25.0  23 279  17.5      1975 37.834 -75.448         6.15
 795.7  -7.3 -24.3  24 278  17.7      1980 37.834 -75.448         6.17
 795.1  -7.4 -22.4  29 278  17.8      1986 37.834 -75.448         6.19
 794.6  -7.5 -19.3  38 278  18.0      1991 37.834 -75.447         6.20
 794.0  -7.6 -17.3  46 277  18.1      1996 37.834 -75.447         6.22
 793.5  -7.7 -15.9  52 277  18.3      2000 37.834 -75.447         6.24
 792.9  -7.8 -15.2  55 276  18.5      2006 37.834 -75.447         6.25
 792.4  -7.9 -14.5  59 276  18.6      2012 37.834 -75.447         6.27
 791.8  -7.9 -13.7  63 275  18.8      2018 37.834 -75.446         6.29
 791.3  -7.9 -13.1  67 275  19.0      2023 37.834 -75.446         6.30
 790.8  -8.0 -12.6  69 274  19.2      2028 37.834 -75.446         6.32
 790.3  -7.9 -12.1  72 273  19.4      2033 37.834 -75.446         6.34
 789.8  -7.9 -11.3  76 273  19.5      2038 37.834 -75.446         6.35
 789.3  -7.7 -10.5  81 272  19.7      2042 37.834 -75.445         6.37
 788.8  -7.6 -10.0  83 272  19.8      2047 37.834 -75.445         6.39
 788.3  -7.6  -9.9  84 272  20.0      2052 37.834 -75.445         6.40
 787.8  -7.5  -9.4  86 271  20.1      2057 37.834 -75.445         6.42
 787.3  -7.3  -8.6  90 271  20.2      2063 37.834 -75.444         6.44
 786.8  -7.1  -8.1  93 270  20.3      2067 37.834 -75.444         6.45
 786.3  -7.0  -7.9  93 270  20.4      2072 37.834 -75.444         6.47
 785.8  -7.0  -7.8  94 270  20.5      2078 37.834 -75.444         6.49
 785.3  -6.9  -7.6  95 269  20.6      2082 37.834 -75.443         6.50
 784.9  -6.8  -7.3  96 269  20.6      2086 37.834 -75.443         6.52
 784.4  -6.7  -7.0  97 268  20.7      2091 37.834 -75.443         6.54
 783.9  -6.6  -6.9  97 268  20.7      2095 37.834 -75.443         6.55
 783.5  -6.5  -7.0  97 268  20.7      2100 37.834 -75.442         6.57
 783.0  -6.5  -7.1  96 268  20.7      2105 37.834 -75.442         6.59
 782.5  -6.6  -7.1  96 267  20.7      2110 37.834 -75.442         6.60
 782.0  -6.6  -7.1  96 267  20.7      2114 37.834 -75.442         6.62
 781.6  -6.6  -7.1  96 267  20.7      2119 37.834 -75.441         6.64
 781.1  -6.7  -7.2  96 267  20.7      2124 37.834 -75.441         6.65
 780.5  -6.7  -7.2  96 267  20.7      2129 37.834 -75.441         6.67
 780.0  -6.7  -7.2  96 266  20.6      2135 37.834 -75.441         6.69
 779.5  -6.7  -7.2  96 266  20.6      2140 37.834 -75.441         6.70
 779.0  -6.7  -7.1  97 266  20.6      2146 37.834 -75.440         6.72
 778.5  -6.6  -7.0  97 266  20.6      2151 37.834 -75.440         6.74
 778.1  -6.5  -6.8  98 266  20.6      2155 37.834 -75.440         6.75
 777.6  -6.5  -6.7  98 266  20.5      2159 37.834 -75.440         6.77
 777.1  -6.4  -6.7  98 266  20.5      2163 37.834 -75.439         6.79
 776.7  -6.4  -6.6  98 266  20.6      2168 37.834 -75.439         6.80
 776.3  -6.4  -6.6  99 266  20.6      2173 37.834 -75.439         6.82
 775.8  -6.4  -6.6  99 266  20.6      2177 37.834 -75.439         6.84
 775.4  -6.4  -6.6  98 266  20.7      2181 37.834 -75.438         6.85
 775.0  -6.4  -6.6  99 266  20.7      2185 37.834 -75.438         6.87
 774.5  -6.4  -6.6  99 266  20.8      2190 37.834 -75.438         6.89
 774.1  -6.4  -6.6  99 266  20.8      2194 37.834 -75.438         6.90
 773.6  -6.4  -6.6  99 266  20.9      2199 37.834 -75.438         6.92
 773.2  -6.4  -6.5  99 266  21.0      2203 37.834 -75.437         6.94
 772.7  -6.4  -6.5 100 266  21.1      2207 37.834 -75.437         6.95
 772.2  -6.4  -6.5 100 266  21.2      2213 37.834 -75.437         6.97
 771.8  -6.4  -6.5 100 267  21.4      2218 37.834 -75.437         6.99
 771.3  -6.5  -6.5 100 267  21.5      2222 37.834 -75.436         7.00
 770.8  -6.5  -6.5 100 267  21.6      2227 37.834 -75.436         7.02
 770.4  -6.5  -6.5 100 268  21.7      2233 37.834 -75.436         7.04
 769.9  -6.4  -6.4 100 268  21.9      2237 37.834 -75.436         7.05
 769.4  -6.4  -6.4 100 268  22.0      2241 37.834 -75.435         7.07
 768.9  -6.3  -6.3 100 269  22.2      2246 37.834 -75.435         7.09
 768.5  -6.2  -6.2 100 269  22.3      2252 37.834 -75.435         7.10
 768.0  -6.2  -6.2 100 269  22.5      2256 37.834 -75.435         7.12
 767.5  -6.1  -6.2 100 270  22.7      2261 37.834 -75.434         7.14
 767.1  -6.1  -6.2  99 270  22.8      2265 37.834 -75.434         7.15
 766.6  -6.2  -6.2  99 270  23.0      2270 37.834 -75.434         7.17
 766.2  -6.2  -6.3  99 270  23.1      2275 37.834 -75.434         7.19
 765.7  -6.2  -6.3  99 271  23.3      2279 37.834 -75.433         7.20
 765.3  -6.2  -6.2 100 271  23.4      2284 37.834 -75.433         7.22
 764.8  -6.2  -6.2 100 271  23.6      2288 37.834 -75.433         7.24
 764.4  -6.1  -6.2 100 271  23.7      2293 37.834 -75.432         7.25
 763.9  -6.1  -6.1 100 271  23.9      2298 37.834 -75.432         7.27
 763.4  -6.0  -6.1 100 271  24.0      2303 37.834 -75.432         7.29
 763.0  -6.0  -6.1 100 271  24.1      2308 37.834 -75.432         7.30
 762.5  -6.0  -6.1 100 271  24.2      2312 37.834 -75.431         7.32
 762.1  -6.0  -6.1 100 271  24.3      2316 37.834 -75.431         7.34
 761.6  -6.0  -6.1 100 271  24.4      2321 37.834 -75.431         7.35
 761.1  -6.0  -6.0 100 271  24.5      2325 37.834 -75.431         7.37
 760.6  -6.0  -6.0 100 271  24.6      2331 37.834 -75.430         7.39
 760.1  -6.0  -6.0 100 271  24.6      2337 37.834 -75.430         7.40
 759.7  -5.9  -5.9 100 270  24.7      2342 37.834 -75.430         7.42
 759.2  -5.9  -5.9 100 270  24.7      2348 37.834 -75.430         7.44
 758.8  -5.8  -5.9 100 270  24.7      2352 37.834 -75.429         7.45
 758.3  -5.8  -5.9  99 269  24.7      2356 37.834 -75.429         7.47
 757.9  -5.8  -5.9  99 269  24.7      2360 37.834 -75.429         7.49
 757.5  -5.8  -5.9  99 269  24.7      2364 37.834 -75.428         7.50
 757.1  -5.8  -5.9  99 268  24.7      2368 37.834 -75.428         7.52
 756.7  -5.8  -5.9  99 268  24.6      2372 37.834 -75.428         7.54
 756.4  -5.8  -5.9  99 267  24.6      2376 37.834 -75.427         7.55
 756.0  -5.8  -5.8 100 267  24.5      2379 37.834 -75.427         7.57
 755.6  -5.8  -5.8 100 266  24.5      2383 37.834 -75.427         7.59
 755.2  -5.8  -5.8 100 266  24.4      2387 37.834 -75.427         7.60
 754.7  -5.8  -5.8 100 265  24.3      2392 37.834 -75.426         7.62
 754.3  -5.8  -5.8 100 265  24.3      2397 37.834 -75.426         7.64
 753.9  -5.7  -5.7 100 264  24.2      2401 37.834 -75.426         7.65
 753.4  -5.7  -5.7 100 264  24.1      2406 37.834 -75.425         7.67
 753.0  -5.5  -5.5 100 264  24.1      2411 37.834 -75.425         7.69
 752.6  -5.5  -5.5 100 263  24.0      2416 37.834 -75.425         7.70
 752.1  -5.4  -5.4 100 263  24.0      2420 37.834 -75.425         7.72
 751.7  -5.4  -5.4 100 262  23.9      2424 37.834 -75.424         7.74
 751.3  -5.3  -5.3 100 262  23.9      2429 37.834 -75.424         7.75
 750.9  -5.3  -5.3 100 262  23.9      2433 37.834 -75.424         7.77
 750.4  -5.3  -5.3 100 261  23.8      2437 37.835 -75.424         7.79
 750.0  -5.2  -5.2 100 261  23.8      2442 37.835 -75.423         7.80
 749.6  -5.2  -5.2 100 261  23.9      2446 37.835 -75.423         7.82
 749.1  -5.2  -5.2 100 261  23.9      2451 37.835 -75.423         7.84
 748.7  -5.2  -5.2 100 260  23.9      2455 37.835 -75.423         7.85
 748.2  -5.2  -5.2 100 260  23.9      2460 37.835 -75.422         7.87
 747.8  -5.1  -5.1 100 260  24.0      2465 37.835 -75.422         7.89
 747.3  -5.1  -5.1 100 260  24.0      2470 37.835 -75.422         7.90
 746.8  -5.1  -5.1 100 260  24.1      2475 37.835 -75.422         7.92
 746.4  -5.1  -5.1 100 259  24.2      2481 37.835 -75.421         7.94
 745.9  -5.1  -5.1 100 259  24.2      2487 37.835 -75.421         7.95
 745.4  -5.1  -5.1 100 259  24.3      2490 37.835 -75.421         7.97
 745.0  -5.1  -5.1 100 259  24.3      2496 37.835 -75.421         7.99
 744.5  -5.1  -5.1 100 259  24.4      2500 37.835 -75.420         8.00
 744.1  -5.1  -5.1 100 259  24.5      2505 37.835 -75.420         8.02
 743.6  -5.1  -5.1 100 259  24.5      2509 37.835 -75.420         8.04
 743.2  -5.1  -5.1 100 258  24.6      2514 37.835 -75.419         8.05
 742.7  -5.1  -5.1 100 258  24.7      2519 37.835 -75.419         8.07
 742.3  -5.1  -5.1 100 258  24.7      2523 37.835 -75.419         8.09
 741.9  -5.1  -5.1 100 258  24.8      2527 37.835 -75.418         8.10
 741.4  -5.1  -5.1 100 258  24.8      2533 37.835 -75.418         8.12
 741.0  -5.1  -5.1 100 258  24.8      2537 37.835 -75.418         8.14
 740.5  -5.1  -5.1 100 258  24.9      2542 37.835 -75.418         8.15
 740.1  -5.1  -5.1 100 257  24.9      2547 37.835 -75.417         8.17
 739.7  -5.1  -5.1 100 257  24.9      2551 37.835 -75.417         8.19
 739.2  -5.2  -5.2 100 257  24.9      2556 37.836 -75.417         8.20
 738.8  -5.2  -5.2 100 257  24.9      2560 37.836 -75.417         8.22
 738.4  -5.2  -5.2 100 257  25.0      2565 37.836 -75.416         8.24
 737.9  -5.3  -5.3 100 257  25.0      2570 37.836 -75.416         8.25
 737.5  -5.3  -5.3 100 257  25.0      2574 37.836 -75.416         8.27
 737.0  -5.3  -5.3 100 256  25.0      2578 37.836 -75.416         8.29
 736.6  -5.3  -5.3 100 256  25.0      2583 37.836 -75.415         8.30
 736.1  -5.4  -5.4 100 256  25.0      2588 37.836 -75.415         8.32
 735.7  -5.4  -5.4 100 256  25.0      2594 37.836 -75.415         8.34
 735.2  -5.4  -5.4 100 256  25.1      2599 37.836 -75.414         8.35
 734.7  -5.5  -5.5 100 256  25.1      2604 37.836 -75.414         8.37
 734.2  -5.5  -5.5 100 256  25.1      2609 37.836 -75.414         8.39
 733.8  -5.5  -5.5 100 256  25.2      2615 37.836 -75.414         8.40
 733.3  -5.6  -5.6 100 256  25.2      2619 37.836 -75.413         8.42
 732.9  -5.6  -5.6 100 256  25.2      2624 37.836 -75.413         8.44
 732.4  -5.6  -5.6 100 256  25.3      2629 37.836 -75.413         8.45
 732.0  -5.6  -5.6 100 256  25.3      2632 37.836 -75.413         8.47
 731.5  -5.7  -5.7 100 256  25.4      2639 37.837 -75.412         8.49
 731.0  -5.7  -5.7 100 256  25.4      2644 37.837 -75.412         8.50
 730.6  -5.7  -5.7 100 256  25.5      2648 37.837 -75.412         8.52
 730.1  -5.7  -5.7 100 256  25.6      2653 37.837 -75.411         8.54
 729.7  -5.8  -5.8 100 256  25.6      2658 37.837 -75.411         8.55
 729.2  -5.8  -5.8 100 256  25.7      2663 37.837 -75.411         8.57
 728.7  -5.8  -5.8 100 256  25.8      2668 37.837 -75.411         8.59
 728.2  -5.8  -5.8 100 256  25.9      2673 37.837 -75.410         8.60
 727.7  -5.9  -5.9 100 256  25.9      2678 37.837 -75.410         8.62
 727.3  -5.9  -5.9 100 256  26.0      2684 37.837 -75.410         8.64
 726.8  -5.9  -5.9 100 256  26.1      2689 37.837 -75.409         8.65
 726.3  -6.0  -6.0 100 256  26.2      2695 37.837 -75.409         8.67
 725.7  -6.0  -6.0 100 256  26.3      2700 37.837 -75.409         8.69
 725.2  -6.0  -6.0 100 256  26.5      2705 37.837 -75.408         8.70
 724.7  -6.1  -6.1 100 256  26.6      2710 37.837 -75.408         8.72
 724.1  -6.1  -6.1 100 256  26.7      2717 37.837 -75.408         8.74
 723.5  -6.2  -6.2 100 256  26.8      2723 37.837 -75.408         8.75
 722.8  -6.2  -6.2 100 255  26.9      2731 37.837 -75.407         8.77
 722.2  -6.2  -6.2 100 255  27.0      2740 37.837 -75.407         8.79
 721.6  -6.3  -6.3 100 255  27.2      2748 37.838 -75.407         8.80
 720.9  -6.3  -6.3 100 255  27.3      2754 37.838 -75.407         8.82
 720.4  -6.3  -6.3 100 255  27.4      2760 37.838 -75.406         8.84
 719.8  -6.4  -6.4 100 254  27.6      2765 37.838 -75.406         8.85
 719.2  -6.4  -6.4 100 254  27.7      2770 37.838 -75.406         8.87
 718.7  -6.4  -6.4 100 254  27.8      2775 37.838 -75.405         8.89
 718.1  -6.4  -6.4 100 254  28.0      2782 37.838 -75.405         8.90
 717.6  -6.4  -6.4 100 253  28.1      2790 37.838 -75.405         8.92
 717.0  -6.4  -6.4 100 253  28.2      2797 37.838 -75.404         8.94
 716.4  -6.5  -6.5 100 253  28.4      2802 37.838 -75.404         8.95
 715.9  -6.5  -6.5 100 252  28.5      2806 37.838 -75.404         8.97
 715.3  -6.5  -6.5 100 252  28.6      2813 37.838 -75.403         8.99
 714.7  -6.6  -6.6 100 252  28.7      2820 37.838 -75.403         9.00
 714.1  -6.6  -6.6 100 252  28.9      2827 37.838 -75.403         9.02
 713.6  -6.7  -6.7 100 251  29.0      2834 37.839 -75.402         9.04
 713.0  -6.7  -6.7 100 251  29.1      2841 37.839 -75.402         9.05
 712.4  -6.7  -6.7 100 251  29.2      2846 37.839 -75.402         9.07
 711.9  -6.7  -6.7 100 251  29.3      2851 37.839 -75.402         9.09
 711.4  -6.8  -6.8 100 251  29.4      2856 37.839 -75.401         9.10
 710.9  -6.8  -6.8 100 250  29.5      2861 37.839 -75.401         9.12
 710.4  -6.7  -6.7 100 250  29.6      2868 37.839 -75.401         9.14
 709.9  -6.7  -6.7 100 250  29.6      2874 37.839 -75.400         9.15
 709.4  -6.7  -6.7 100 250  29.7      2880 37.839 -75.400         9.17
 709.0  -6.7  -6.7 100 250  29.7      2884 37.839 -75.400         9.19
 708.5  -6.7  -6.7 100 250  29.8      2888 37.840 -75.399         9.20
 708.0  -6.7  -6.7 100 250  29.8      2893 37.840 -75.399         9.22
 707.6  -6.7  -6.7 100 250  29.8      2898 37.840 -75.399         9.24
 707.1  -6.7  -6.7 100 250  29.8      2903 37.840 -75.398         9.25
 706.7  -6.7  -6.7 100 250  29.8      2908 37.840 -75.398         9.27
 706.3  -6.8  -6.8 100 250  29.8      2914 37.840 -75.398         9.29
 705.8  -6.8  -6.8 100 250  29.8      2918 37.840 -75.397         9.30
 705.4  -6.8  -6.8 100 251  29.7      2923 37.840 -75.397         9.32
 704.9  -6.9  -6.9 100 251  29.7      2928 37.840 -75.397         9.34
 704.5  -6.9  -6.9 100 251  29.6      2933 37.840 -75.396         9.35
 704.0  -6.9  -6.9 100 251  29.5      2937 37.841 -75.396         9.37
 703.5  -6.9  -6.9 100 251  29.4      2943 37.841 -75.396         9.39
 703.0  -7.0  -7.0 100 251  29.3      2948 37.841 -75.395         9.40
 702.5  -7.0  -7.0 100 252  29.2      2955 37.841 -75.395         9.42
 701.9  -7.0  -7.0 100 252  29.1      2961 37.841 -75.395         9.44
 701.4  -7.1  -7.1 100 252  29.0      2968 37.841 -75.394         9.45
 700.9  -7.1  -7.1 100 252  28.8      2973 37.841 -75.394         9.47
 700.4  -7.2  -7.2 100 252  28.7      2979 37.841 -75.394         9.49
 699.9  -7.2  -7.2 100 252  28.6      2984 37.841 -75.394         9.50
 699.4  -7.2  -7.2 100 253  28.4      2991 37.841 -75.393         9.52
 698.9  -7.3  -7.3 100 253  28.3      2996 37.841 -75.393         9.54
 698.4  -7.3  -7.3 100 253  28.2      3001 37.841 -75.393         9.55
 698.0  -7.3  -7.3 100 253  28.0      3006 37.841 -75.392         9.57
 697.5  -7.3  -7.3 100 253  27.9      3011 37.841 -75.392         9.59
 697.1  -7.4  -7.4 100 253  27.8      3015 37.842 -75.392         9.60
 696.7  -7.4  -7.4 100 253  27.7      3020 37.842 -75.391         9.62
 696.3  -7.4  -7.4 100 253  27.6      3024 37.842 -75.391         9.64
 695.9  -7.5  -7.5 100 253  27.5      3029 37.842 -75.391         9.65
 695.4  -7.5  -7.5 100 254  27.4      3033 37.842 -75.390         9.67
 695.0  -7.6  -7.6 100 254  27.4      3038 37.842 -75.390         9.69
 694.6  -7.6  -7.6 100 254  27.4      3043 37.842 -75.390         9.70
 694.2  -7.6  -7.6 100 254  27.4      3048 37.842 -75.390         9.72
 693.8  -7.7  -7.7 100 254  27.4      3052 37.842 -75.389         9.74
 693.3  -7.7  -7.7 100 254  27.4      3058 37.842 -75.389         9.75
 692.9  -7.7  -7.7 100 254  27.5      3062 37.842 -75.389         9.77
 692.5  -7.8  -7.8 100 255  27.5      3067 37.842 -75.389         9.79
 692.0  -7.8  -7.8 100 255  27.6      3071 37.842 -75.388         9.80
 691.6  -7.9  -7.9 100 255  27.7      3076 37.843 -75.388         9.82
 691.2  -7.9  -7.9 100 255  27.9      3082 37.843 -75.388         9.84
 690.7  -7.9  -7.9 100 255  28.0      3087 37.843 -75.387         9.85
 690.3  -8.0  -8.0 100 255  28.2      3091 37.843 -75.387         9.87
 689.8  -8.0  -8.0 100 255  28.3      3097 37.843 -75.387         9.89
 689.4  -8.0  -8.0 100 255  28.5      3102 37.843 -75.387         9.90
 688.9  -8.0  -8.0 100 255  28.7      3107 37.843 -75.386         9.92
 688.5  -8.1  -8.1 100 256  28.9      3112 37.843 -75.386         9.94
 688.0  -8.1  -8.1 100 256  29.1      3117 37.843 -75.386         9.95
 687.6  -8.1  -8.1 100 255  29.3      3122 37.843 -75.385         9.97
 687.2  -8.2  -8.2 100 255  29.5      3126 37.843 -75.385         9.99
 686.8  -8.2  -8.2 100 255  29.6      3131 37.843 -75.385        10.00
 686.3  -8.2  -8.2 100 255  29.8      3136 37.843 -75.384        10.02
 685.9  -8.3  -8.3 100 255  30.0      3141 37.843 -75.384        10.04
 685.5  -8.3  -8.3 100 255  30.2      3146 37.843 -75.383        10.05
 685.0  -8.3  -8.3 100 255  30.3      3151 37.843 -75.383        10.07
 684.6  -8.4  -8.4 100 254  30.4      3156 37.843 -75.383        10.09
 684.1  -8.4  -8.4 100 254  30.6      3161 37.843 -75.382        10.10
 683.7  -8.4  -8.4 100 254  30.7      3166 37.843 -75.382        10.12
 683.2  -8.4  -8.5  99 254  30.8      3172 37.844 -75.382        10.14
 682.8  -8.3  -8.8  97 254  30.9      3176 37.844 -75.381        10.15
 682.4  -8.3  -9.0  95 253  31.0      3181 37.844 -75.381        10.17
 681.9  -8.3  -9.1  94 253  31.0      3187 37.844 -75.381        10.19
 681.5  -8.2  -9.3  92 253  31.1      3191 37.844 -75.380        10.20
 681.1  -8.2  -9.4  91 253  31.2      3196 37.844 -75.380        10.22
 680.6  -8.2  -9.4  91 252  31.2      3201 37.844 -75.380        10.24
 680.2  -8.2  -9.4  91 252  31.3      3206 37.844 -75.379        10.25
 679.8  -8.2  -9.5  91 252  31.3      3211 37.844 -75.379        10.27
 679.3  -8.2  -9.5  90 252  31.3      3215 37.845 -75.379        10.29
 678.9  -8.2  -9.6  90 252  31.4      3221 37.845 -75.378        10.30
 678.4  -8.2  -9.7  89 252  31.4      3227 37.845 -75.378        10.32
 678.0  -8.2  -9.8  88 252  31.5      3232 37.845 -75.378        10.34
 677.6  -8.2  -9.9  87 252  31.5      3236 37.845 -75.377        10.35
 677.1  -8.2 -10.0  87 252  31.6      3241 37.845 -75.377        10.37
 676.7  -8.2 -10.0  87 252  31.6      3246 37.845 -75.377        10.39
 676.3  -8.3 -10.1  87 252  31.7      3251 37.845 -75.376        10.40
 675.8  -8.3 -10.2  86 252  31.7      3255 37.845 -75.376        10.42
 675.4  -8.3 -10.2  86 252  31.8      3260 37.845 -75.376        10.44
 674.9  -8.4 -10.3  86 252  31.8      3266 37.845 -75.375        10.45
 674.4  -8.4 -10.3  86 252  31.9      3272 37.845 -75.375        10.47
 674.0  -8.5 -10.3  87 252  32.0      3278 37.845 -75.375        10.49
 673.5  -8.5 -10.3  87 252  32.0      3284 37.846 -75.374        10.50
 673.0  -8.6 -10.3  87 252  32.1      3288 37.846 -75.374        10.52
